Title,Price,Rating,Specs
Godrej 2026 Model 1 Ton 5 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹33,990",4,"Annual Power Usage: 468.65 kWhRoom Size: 80 to 130 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
MOTOROLA 2026 Model 1.5 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,"₹31,990",4.2,"Annual Power Usage: 858.22 kWhRoom Size: 130 to 180 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
IFB 2024 Model 1.5 Ton 5 Star Split Inverter with Wi-fi With Heavy Duty Cooling AC,"₹39,300",4.2,"Annual Power Usage: 706.85 UnitsRoom Size: 130 to 180 sq. ft.1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor"
Panasonic 2026 Model 1.5 Ton 3 Star Window Fixed Speed AC,"₹33,380",4.1,Annual Power Usage: 1180.51 UnitsRoom Size: 130 to 180 sq. ft.1 year Comprehensive
Godrej 2026 Model 2 Ton 3 Star Split Inverter AC,"₹40,691",3.9,Annual Power Usage: 1076.57 UnitsRoom Size: 180 to 230 sq. ft.5 Years Manufacturer Warranty
CARRIER 2025 Model 1.5 Ton 5 Star Window Inverter AC,"₹38,990",4.2,Annual Power Usage: 1104.37 UnitsRoom Size: 130 to 180 sq. ft.1 Year Comprehensive Warranty
"LG 2026 Model 1.42 Ton 5 Star Split Smart Inverter Faster Cooling and Energy Saving, AI Convertible 6-...","₹47,490",,"Annual Power Usage: 1180 WRoom Size: 130 to 180 sq. ft.Manufacturer Warranty: 1 Year Comprehensive on Product, 5 Year on PCB and Motor & 10 Year on Compressor (*Free Gas charging during comprehensive period only | T&C Apply) | To claim, present your original Proof of Purchase (invoice), model and serial number of the Product while requesting service. Visit https://www.lg.com/in/support for details Call on our customer care number 8069379999, WhatsApp : 9711709999 | E-mail: serviceindia@lge.com"
MOTOROLA 2026 Model 2 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehensi...,"₹38,990",4.2,"Annual Power Usage: 1098.15 kWhRoom Size: 180 to 230 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Godrej 2025 Model 1.7 Ton 5 Star Split Inverter AC,"₹39,990",,Annual Power Usage: 950 kWhRoom Size: 130 to 180 sq. ft.1 Year Comprehensive Warranty on Product and 10 Years on Compressor
Sharp 2025 Model 1.5 Ton 3 Star Window Fixed Speed AC,"₹31,650",4,Annual Power Usage: 1137.94 UnitsRoom Size: 130 to 180 sq. ft.1 year on product
MOTOROLA 2026 Model 1.5 Ton 5 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,"₹36,990",4.2,"Annual Power Usage: 656.35 kWhRoom Size: 130 to 180 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Godrej 2026 Model 1.5 Ton 5 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooli...,"₹36,990",4,"Annual Power Usage: 657.81 kWhRoom Size: 130 to 180 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Voltas 2023 Model 2 Ton 2 Star Window Fixed Speed AC,"₹33,279",4.1,Annual Power Usage: 1542.79 UnitsRoom Size: 180 to 230 sq. ft.1 Year Warranty on Product and 5 Years Warranty on Compressor
IFB 2025 Model 1 Ton 3 Star Split Inverter AC,"₹29,985",4.1,Room Size: 80 to 130 sq. ft.
Lloyd 2026 Model 1.5 Ton 5 Star Window Inverter AC,"₹36,790",4,Annual Power Usage: 1029.85 kWhRoom Size: 130 to 180 sq. ft.1 Year Comprehensive Warranty on AC and 5 Years Warranty on Compressor
Godrej 2024 Model 1.7 Ton 3 Star Split Inverter AC,"₹32,549",4.4,"Annual Power Usage: 1118.35 UnitsRoom Size: 130 to 180 sq. ft.1 Year on Product, 5 Years on PCB and 10 Years on Compressor"
Godrej 2026 Model 2 Ton 3 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹36,490",3.9,"Annual Power Usage: 1076.57 kWhRoom Size: 180 to 230 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Godrej 2026 Model 1.5 Ton 4 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooli...,"₹33,990",4,"Annual Power Usage: 728.31 kWhRoom Size: 130 to 180 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Sharp 2025 Model 1.5 Ton 3 Star Split Inverter AC,"₹34,099",4,"Annual Power Usage: 946.17 kWhRoom Size: 130 to 180 sq. ft.1 Years Comprehensive Warranty, 5 years on PCB,10 years on Compressor"
Voltas 2025 Model 1.5 Ton 3 Star Split Inverter AC,,4.1,"Room Size: 130 to 180 sq. ft.Voltas  5 Year warranty from the date of installation, (Inverter or Fixed Speed SACs) of Tonnage up to 2.2 Tr (Offer valid only from 1st January 2026 to 31st December 2027)."
Godrej 2026 Model 1 Ton 5 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹33,990",4,"Annual Power Usage: 468.65 kWhRoom Size: 80 to 130 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
"LG 2026 Model 1.42 Ton 5 Star Split Smart Inverter Faster Cooling and Energy Saving, AI Convertible 6-...","₹47,490",,"Annual Power Usage: 1180 WRoom Size: 130 to 180 sq. ft.Manufacturer Warranty: 1 Year Comprehensive on Product, 5 Year on PCB and Motor & 10 Year on Compressor (*Free Gas charging during comprehensive period only | T&C Apply) | To claim, present your original Proof of Purchase (invoice), model and serial number of the Product while requesting service. Visit https://www.lg.com/in/support for details Call on our customer care number 8069379999, WhatsApp : 9711709999 | E-mail: serviceindia@lge.com"
Blue Star 2023 Model 1 Ton 3 Star Split Inverter AC,"₹51,750",4.1,Annual Power Usage: 705.78 UnitsRoom Size: 80 to 130 sq. ft.1 Year Warranty on Product and 10 Years Warranty on Compressor
IFB 2026 Model 1.5 Ton 5 Star Split Inverter AC,"₹43,420",4.2,Annual Power Usage: 714.38 UnitsRoom Size: 130 to 180 sq. ft.
Voltas 2026 Model 1.5 Ton 5 Star Split Inverter AC,"₹50,491",4.2,"Annual Power Usage: 732.96 UnitsRoom Size: 130 to 180 sq. ft.1 Year Warranty On Product,10 Years Warranty On Compressor"
Panasonic 2024 Model 2 Ton 3 Star Split Inverter AC,"₹70,400",4.2,"Annual Power Usage: 1215.89 UnitsRoom Size: 180 to 230 sq. ft.1 Year on Product, 5 Years on PCB and 10 Years on Compressor"
MOTOROLA 2026 Model 1.5 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,"₹31,990",4.2,"Annual Power Usage: 858.22 kWhRoom Size: 130 to 180 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Godrej 2026 Model 1.5 Ton 5 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooli...,"₹36,990",4,"Annual Power Usage: 657.81 kWhRoom Size: 130 to 180 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
"Panasonic 2026 Model 1.5 Ton 3 Star Hot and Cold Split Inverter with Wi-fi Smart, Matter Enabled, AI, ...","₹43,960",4.1,"Annual Power Usage: 877.71 UnitsRoom Size: 130 to 180 sq. ft.1 Year Comprehensive on Product,
10 Years on Compressor,
5 Years on PCB, 
5 Years on ODU Casing"
O-General 2025 Model 1.5 Ton 5 Star Split Inverter AC,"₹64,590",4.1,"Annual Power Usage: 728.32 UnitsRoom Size: 130 to 180 sq. ft.1 Year Comprehensive, 5 Years on Parts, 10 Years on Compressor (Domestic Warranty)"
MOTOROLA 2026 Model 2 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehensi...,"₹38,990",4.2,"Annual Power Usage: 1098.15 kWhRoom Size: 180 to 230 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
MOTOROLA 2026 Model 1.5 Ton 5 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,"₹36,990",4.2,"Annual Power Usage: 656.35 kWhRoom Size: 130 to 180 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Voltas 2024 Model 1.5 Ton 3 Star Split Inverter AC,"₹32,788",4.1,Annual Power Usage: 975.26 UnitsRoom Size: 130 to 180 sq. ft.1 Year Warranty on Product and 10 Years Warranty on Compressor
Whirlpool 2025 Model 1.5 Ton 5 Star Split Inverter AC,"₹40,850",4.2,Annual Power Usage: 778 WRoom Size: 130 to 180 sq. ft.1 Year Warranty on Product and 10 Years Warranty on Compressor
Godrej 2026 Model 2.5 Ton 3 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooli...,"₹50,990",3.9,"Annual Power Usage: 1260.65 kWhRoom Size: More than 230 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Haier 2025 Model 1.5 Ton 3 Star Split Inverter AC,"₹35,991",4,Annual Power Usage: 953.49 kWhRoom Size: 130 to 180 sq. ft.1 Year Warranty on Product and 10 Years Warranty on Compressor
MOTOROLA 2026 Model 1 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehensi...,"₹28,990",4.2,"Annual Power Usage: 611.13 kWhRoom Size: 80 to 130 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Godrej 2026 Model 1 Ton 3 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹27,549",4,"Annual Power Usage: 607.6 kWhRoom Size: 80 to 130 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Panasonic 2025 Model 1.5 Ton 3 Star Split Inverter with Wi-fi AC,"₹36,660",4.1,Annual Power Usage: 877.07 kWhRoom Size: 130 to 180 sq. ft.1 Year Warranty On The Product
Whirlpool 2025 Model 1.5 Ton 3 Star Window Inverter AC,"₹29,578",3.8,Annual Power Usage: 1188.57 WRoom Size: 130 to 180 sq. ft.1 Year Warranty on Product and 10 Years Warranty on Compressor
